model,Year,Group,DALY,DALY_scenario_low,DALY_scenario_high,VLW_billion,VLW_scenario_low_billion,VLW_scenario_high_billion,scenario_nominal_level,simulation_draws,interval_interpretation,method
ARIMA,2034,All LMICs,8162069.659676233,7451352.638938699,8886837.656547518,929.8443855506274,859.2157548058652,1001.6987219143061,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2035,All LMICs,8285539.9828334935,7503121.206709398,9062825.398312028,939.9219669734108,863.3420645114244,1016.1251818266621,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2036,All LMICs,8505909.274544235,7647477.319879425,9359705.428337913,963.5906987159935,880.935063291965,1045.9297508737798,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2037,All LMICs,8743624.97168748,7841417.857998501,9639485.009881161,989.69245536339,904.133546364483,1074.2432251270886,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2038,All LMICs,8911643.776201496,7950687.984453021,9861094.489036122,1006.0184532107946,916.7294846902752,1093.9858073380342,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2039,All LMICs,9023413.903441373,8006774.564465372,10050503.548202971,1014.454952959974,921.4897286729718,1108.1593780318692,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2040,All LMICs,9158997.614921698,8067787.853038183,10248644.600901745,1026.2315708538215,927.946720097664,1124.587783907198,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2041,All LMICs,9355411.454337455,8217538.5472462615,10505638.22094635,1046.5402858905481,945.1149262674677,1148.9645890176694,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2042,All LMICs,9568707.450410992,8359553.72558366,10780696.232005237,1069.216909815094,962.8918098161962,1176.5170768389414,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2043,All LMICs,9741852.958625756,8471308.458223071,11012606.385452388,1086.2619844667424,975.3524179182706,1197.3753357109108,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2044,All LMICs,9876898.27660783,8536038.632106667,11218076.727032311,1097.9630867273986,983.1702676901143,1213.2928490527192,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2045,All LMICs,10022236.754926622,8613824.906902231,11429213.333951393,1111.1079183846673,991.466172193337,1230.7166206299978,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2046,All LMICs,10205269.199884739,8738546.049833704,11673265.15356857,1129.539745088347,1006.6782682966668,1252.575011173897,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2047,All LMICs,10402453.440752633,8849271.664503474,11959275.135965304,1149.956517435682,1021.5546607876087,1279.7741457358354,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2048,All LMICs,10576977.00562762,8956925.689504016,12178493.29783582,1167.1948797507378,1033.7076742437694,1299.3210015862612,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2049,All LMICs,10726173.774814736,9040484.71026102,12429384.812371068,1180.8808793064034,1043.466856758762,1320.2668350333026,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2050,All LMICs,10878881.204565309,9103277.08121767,12630985.458198467,1195.0592877715965,1051.2020884832946,1336.8609239716102,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2024,All LMICs,6668300.135051625,6489833.01982097,6850108.755812965,792.7249088614592,769.6250146242886,816.285423557164,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2025,All LMICs,6864116.143930243,6585344.456203932,7139683.473648266,813.0737867585191,777.0740728031703,848.551736342708,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2026,All LMICs,7056015.823324386,6686728.055977402,7426236.894702817,833.0156859308702,785.8738229163051,880.1798715229402,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2027,All LMICs,7244077.500009881,6776068.649276694,7708907.334939033,852.5587459763425,793.6324165423663,911.1850733368708,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2028,All LMICs,7428377.9342233185,6866398.8852597885,7987502.135558477,871.710943700342,801.692262875908,941.6671619365079,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2029,All LMICs,7608992.350992906,6945525.546176059,8267705.162509799,890.4800963717098,808.3364797787,972.1095453166638,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2030,All LMICs,7785994.470842712,7014800.990844799,8548881.024780871,908.873864913461,814.3468136465086,1003.0294159636434,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2031,All LMICs,7959456.53988282,7085867.972309028,8834959.130078422,926.8997570297126,820.3628358071182,1033.9487391647083,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2032,All LMICs,8129449.359297682,7140008.103879496,9121801.131888898,944.5651302700676,823.8182164358851,1065.021595733013,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2033,All LMICs,8296042.3142446885,7198366.213646475,9391449.731407516,961.8771950327152,828.9812659238846,1093.5321429154212,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2034,All LMICs,8459303.40217479,7240080.720110877,9661731.062114347,978.843017507468,832.3206988400149,1122.3183198591898,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2035,All LMICs,8619299.260586683,7301367.421013604,9949356.700296117,995.4695225599364,837.8278903133489,1154.8077593233847,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2036,All LMICs,8776095.194225926,7334149.055949235,10215075.2545766,1011.7634965580223,839.9057502296904,1184.2150187945738,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2037,All LMICs,8929755.20174006,7351610.6040857965,10505483.49774765,1027.73159014188,841.8517262330114,1214.2565302974383,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2038,All LMICs,9080342.001800634,7393393.253672212,10764723.239879565,1043.3803209384791,842.7001457665018,1242.894822680191,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2039,All LMICs,9227917.058702787,7410694.860755126,11022764.161491543,1058.7160762218773,843.9965165530288,1271.2926711757805,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2040,All LMICs,9372540.60745283,7446562.7545670485,11302504.80284047,1073.745115520283,846.7685682806504,1302.2349699066299,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2041,All LMICs,9514271.678354086,7435878.785618326,11580352.184719574,1088.4735731709834,845.2599019644178,1331.1118464046717,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2042,All LMICs,9653168.121101009,7465390.86425277,11852904.78721754,1102.9074608241672,846.7458922258048,1359.7095585234113,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2043,All LMICs,9789286.628391411,7465076.759479545,12121458.193972548,1117.0526698966744,844.7734136322182,1389.5311605505358,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2044,All LMICs,9922682.759066455,7463625.920113379,12394665.388206093,1130.9149739766715,845.1289686868502,1418.852249272346,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2045,All LMICs,10053410.96078784,7455791.380866018,12638858.49307961,1144.5000311802296,844.141654955273,1446.9473819279333,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2046,All LMICs,10181524.592261445,7450354.781960918,12916172.35589679,1157.8133864607744,840.0758914979032,1476.3914331593205,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2047,All LMICs,10307075.945016487,7452616.194210742,13149532.743528025,1170.8604738723448,838.4745375859903,1499.5963522316706,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2048,All LMICs,10430116.264749123,7463955.205584987,13438447.744885245,1183.646618787588,841.4196550170902,1532.4175486680535,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2049,All LMICs,10550695.772239149,7417997.595063822,13662934.794876426,1196.1770400713926,833.8115370121938,1556.0899703700118,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2050,All LMICs,10668863.683848374,7395645.411140123,13932763.265192563,1208.4568522110496,830.7994720229001,1586.5553910802469,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
