model,Year,Group,DALY,DALY_scenario_low,DALY_scenario_high,VLW_billion,VLW_scenario_low_billion,VLW_scenario_high_billion,scenario_nominal_level,simulation_draws,interval_interpretation,method
ARIMA,2037,All LMICs,8743624.97168748,7841417.857998501,9639485.009881161,1964.315215628794,1781.6125693861193,2144.898993093165,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2038,All LMICs,8911643.776201496,7950687.984453021,9861094.489036122,1998.897545762425,1806.3254733679767,2188.8548554095573,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2039,All LMICs,9023413.903441373,8006774.564465372,10050503.548202971,2019.077534896478,1817.68375123102,2222.7787554212355,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2040,All LMICs,9158997.614921698,8067787.853038183,10248644.600901745,2045.3549360457782,1830.149597334613,2259.8748394060112,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2041,All LMICs,9355411.454337455,8217538.5472462615,10505638.22094635,2087.2077478185893,1864.506579657209,2312.2203936621127,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2042,All LMICs,9568707.450410992,8359553.72558366,10780696.232005237,2133.38319594085,1898.317050151923,2370.8990391826287,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2043,All LMICs,9741852.958625756,8471308.458223071,11012606.385452388,2169.2782064516946,1923.1044977144995,2416.1841713650433,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2044,All LMICs,9876898.27660783,8536038.632106667,11218076.727032311,2195.4177532170424,1937.126961674283,2454.262755814261,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2045,All LMICs,10022236.754926622,8613824.906902231,11429213.333951393,2224.1928393820144,1955.0854211701144,2493.6130113810386,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2046,All LMICs,10205269.199884739,8738546.049833704,11673265.15356857,2262.6193767005925,1984.5199165668391,2542.075531224072,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2047,All LMICs,10402453.440752633,8849271.664503474,11959275.135965304,2304.6694479461225,2011.7741983302797,2599.1809981234564,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2048,All LMICs,10576977.00562762,8956925.689504016,12178493.29783582,2340.917306610899,2036.3222738538425,2642.0315531368874,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2049,All LMICs,10726173.774814736,9040484.71026102,12429384.812371068,2370.6802990423657,2054.225891916292,2689.7370076828092,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ARIMA,2050,All LMICs,10878881.204565309,9103277.08121767,12630985.458198467,2401.3421878216036,2069.7655170163553,2729.542790231307,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2024,All LMICs,6668300.135051625,6489833.01982097,6850108.755812965,1542.6325486968012,1499.1322439848932,1586.8948554020571,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2025,All LMICs,6864116.143930243,6585344.456203932,7139683.473648266,1584.4843348028462,1516.8275948568166,1651.1856216164774,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2026,All LMICs,7056015.823324386,6686728.055977402,7426236.894702817,1625.499082972709,1536.6132370280613,1714.5851698648496,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2027,All LMICs,7244077.500009881,6776068.649276694,7708907.334939033,1665.693534009394,1553.9506421412161,1776.9292580127938,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2028,All LMICs,7428377.9342233185,6866398.8852597885,7987502.135558477,1705.0840938989604,1571.5591676190697,1837.8183223284364,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2029,All LMICs,7608992.350992906,6945525.546176059,8267705.162509799,1743.686840506879,1587.3559098288924,1899.3242993798522,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2030,All LMICs,7785994.470842712,7014800.990844799,8548881.024780871,1781.5175301404593,1601.0457185354016,1961.2367816630651,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2031,All LMICs,7959456.53988282,7085867.972309028,8834959.130078422,1818.5916039800327,1614.9706552229368,2023.7307750675504,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2032,All LMICs,8129449.359297682,7140008.103879496,9121801.131888898,1854.9241943815055,1623.08708049737,2086.6315690908796,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2033,All LMICs,8296042.3142446885,7198366.213646475,9391449.731407516,1890.5301310528664,1634.4186293513112,2143.886776546867,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2034,All LMICs,8459303.40217479,7240080.720110877,9661731.062114347,1925.4239471071592,1642.8420970089335,2202.7094134451545,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2035,All LMICs,8619299.260586683,7301367.421013604,9949356.700296117,1959.619884994398,1655.1781850804064,2267.616540996611,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2036,All LMICs,8776095.194225926,7334149.055949235,10215075.2545766,1993.1319023148437,1660.977931320635,2325.4402995159667,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2037,All LMICs,8929755.20174006,7351610.6040857965,10505483.49774765,2025.973677516013,1665.0403457931127,2387.4271809707748,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2038,All LMICs,9080342.001800634,7393393.253672212,10764723.239879565,2058.1586154757492,1669.3387099978106,2444.3980067166704,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2039,All LMICs,9227917.058702787,7410694.860755126,11022764.161491543,2089.6998529736293,1672.7465182064886,2502.212295871899,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2040,All LMICs,9372540.60745283,7446562.7545670485,11302504.80284047,2120.610264052943,1679.3329533417111,2563.5173305007893,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2041,All LMICs,9514271.678354086,7435878.785618326,11580352.184719574,2150.9024652754347,1678.3754416225918,2624.8217891580543,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2042,All LMICs,9653168.121101009,7465390.86425277,11852904.78721754,2180.5888208709453,1681.8208735036528,2682.2391214632676,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2043,All LMICs,9789286.628391411,7465076.759479545,12121458.193972548,2209.6814477840653,1678.7496548421273,2741.6427858841644,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2044,All LMICs,9922682.759066455,7463625.920113379,12394665.388206093,2238.192220619852,1679.1163577999387,2800.2068948360725,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2045,All LMICs,10053410.96078784,7455791.380866018,12638858.49307961,2266.1327764906346,1676.551922938798,2856.99849214285,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2046,All LMICs,10181524.592261445,7450354.781960918,12916172.35589679,2293.5145197658776,1674.5677784023576,2916.633149005015,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2047,All LMICs,10307075.945016487,7452616.194210742,13149532.743528025,2320.3486267270546,1671.7016108184937,2963.037874031424,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2048,All LMICs,10430116.264749123,7463955.205584987,13438447.744885245,2346.646050129419,1677.5503506977504,3028.159035685197,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2049,All LMICs,10550695.772239149,7417997.595063822,13662934.794876426,2372.417523672539,1661.4806996657,3075.9369131621465,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
ETS,2050,All LMICs,10668863.683848374,7395645.411140123,13932763.265192563,2397.6735663814225,1657.146222653131,3139.478055397321,95,50000,Model-dependent scenario range; nominal level is a construction parameter and is not a validated coverage claim,"Pointwise joint normal simulation across income groups at each horizon, using the marginal forecast dispersion and the fixed cross-sectional residual correlation; horizons are simulated independently and the draws are not temporal paths"
